Age,Study Hours,Academic Pressure,Financial Stress,Gender,Study Satisfaction,CGPA
32,5.262502588720796,4.0,2.0,0,2.0,6.85
36,6.871149751115505,4.0,3.0,0,4.0,7.35
24,9.036841212771144,2.0,2.0,1,3.0,7.09
36,4.102862230454237,3.0,1.0,1,4.0,6.71
36,5.74484352874175,2.0,1.0,0,4.0,7.3
28,3.7320250668543946,5.0,2.0,0,3.0,5.08
22,7.966556254498734,2.0,2.0,0,4.0,6.96
22,9.205846981566046,2.0,2.0,0,2.0,7.12
39,6.669862022874323,2.0,3.0,1,3.0,6.89
25,5.190063973872465,3.0,2.0,1,3.0,8.18
27,5.242756387381837,3.0,3.0,1,3.0,5.64
23,6.465297025829063,4.0,2.0,1,5.0,7.29
32,6.458430318295255,4.0,5.0,1,4.0,5.56
33,8.641297201324067,2.0,4.0,1,2.0,5.93
34,5.796023138002576,4.0,2.0,0,2.0,6.96
25,7.783141008734547,2.0,3.0,1,5.0,7.51
25,6.4501539473538365,2.0,1.0,1,3.0,8.26
26,5.659437480568293,3.0,2.0,1,3.0,7.36
19,6.4053230859862405,2.0,2.0,1,5.0,7.59
32,7.605769087367764,4.0,3.0,0,2.0,5.4
35,8.646880101787064,5.0,2.0,0,5.0,5.61
20,6.546448263114718,3.0,4.0,1,3.0,6.13
34,4.832911364564015,2.0,2.0,0,4.0,8.49
21,8.799486645877792,3.0,2.0,0,3.0,6.94
21,5.383295110326194,2.0,3.0,0,2.0,6.03
31,7.469481701819559,3.0,3.0,0,4.0,7.17
26,6.955301198133242,2.0,3.0,1,4.0,7.11
26,6.7145738337768055,3.0,3.0,1,1.0,5.89
40,6.123442659661588,5.0,3.0,1,2.0,4.14
35,8.116267804747835,1.0,3.0,1,5.0,7.19
27,1.0,2.0,3.0,1,4.0,4.07
38,9.045646915060667,3.0,2.0,0,4.0,7.9
21,5.3574860060907366,3.0,2.0,1,4.0,7.27
29,7.7343224375511666,4.0,2.0,1,4.0,7.73
25,7.639046112282872,4.0,2.0,0,4.0,7.46
19,9.294959287637473,1.0,3.0,0,5.0,6.02
39,7.355948443968525,2.0,2.0,1,3.0,7.63
30,5.507603474858719,2.0,4.0,0,3.0,5.64
38,4.111441021760256,3.0,2.0,1,4.0,7.55
33,6.372154321228646,3.0,2.0,0,3.0,6.48
19,3.4752842280105773,2.0,3.0,1,5.0,6.46
28,5.86872572864064,3.0,3.0,1,4.0,8.36
27,6.473264883405631,4.0,2.0,1,2.0,7.19
32,5.758151239547935,2.0,3.0,1,3.0,6.75
34,7.075192583256842,3.0,2.0,0,2.0,7.22
25,6.575012780345426,5.0,4.0,1,4.0,6.09
35,6.4101642256081925,5.0,2.0,1,3.0,6.14
40,2.6365288893328493,1.0,2.0,1,3.0,5.52
26,4.669530674766012,3.0,3.0,1,2.0,5.59
25,8.156782117338777,5.0,4.0,0,3.0,4.79
31,8.4476612913054,3.0,2.0,0,3.0,8.19
35,3.690201907637808,3.0,3.0,1,3.0,5.91
39,5.533507273778563,4.0,1.0,1,2.0,7.89
37,8.92953766167843,3.0,3.0,0,4.0,7.42
37,5.707530135870732,4.0,2.0,1,3.0,6.3
38,6.799316583174798,3.0,3.0,1,4.0,6.58
29,9.595249592228633,4.0,3.0,0,4.0,8.0
36,6.3491608394018915,3.0,1.0,0,3.0,8.63
31,6.091505061663192,4.0,3.0,0,5.0,6.47
34,6.717333956933267,3.0,2.0,1,3.0,7.94
38,10.33613943621969,4.0,3.0,1,2.0,7.05
20,7.803163305321064,1.0,2.0,1,5.0,6.12
40,7.034346930003582,3.0,2.0,1,5.0,8.89
24,6.05615207977315,4.0,4.0,0,4.0,6.36
34,7.969870470726022,3.0,4.0,0,3.0,6.75
29,8.187459585875438,2.0,2.0,0,2.0,7.49
26,5.068278682944154,1.0,4.0,0,3.0,4.34
32,8.235930745503088,3.0,1.0,1,5.0,9.07
35,6.727925884077825,4.0,3.0,1,2.0,6.87
38,7.044637542331492,3.0,1.0,0,4.0,8.81
30,5.408279794621027,2.0,3.0,1,3.0,6.54
38,6.280032349907962,2.0,2.0,0,4.0,7.75
25,5.145743922598908,3.0,2.0,0,2.0,7.38
31,5.059207293790658,4.0,2.0,1,3.0,6.96
25,7.678762396768203,3.0,2.0,1,3.0,7.07
31,6.360790182202405,4.0,3.0,1,3.0,6.69
24,4.6606521942476515,4.0,3.0,1,4.0,7.79
40,10.918694765479078,3.0,4.0,1,2.0,5.91
29,4.975620929231314,4.0,2.0,1,4.0,6.14
28,8.965785329834802,3.0,3.0,1,4.0,7.79
39,4.342365445080757,2.0,4.0,1,3.0,5.85
39,7.821704203302032,5.0,2.0,0,3.0,6.64
28,6.548991336486356,3.0,2.0,0,4.0,8.55
39,5.867697883554872,1.0,4.0,1,3.0,4.33
30,7.354136182778271,2.0,2.0,1,4.0,7.99
35,7.112067741392798,2.0,3.0,0,3.0,6.8
19,5.537562669372319,2.0,1.0,0,3.0,5.94
38,5.4560700145834,3.0,2.0,0,3.0,8.15
32,4.166954418410079,3.0,4.0,0,5.0,6.91
37,7.550015891842692,3.0,3.0,1,4.0,7.7
35,4.743151311219985,3.0,2.0,0,3.0,7.66
32,7.007154921730929,4.0,4.0,0,3.0,7.33
36,8.066460371417289,2.0,1.0,0,3.0,8.39
40,7.374499057283297,4.0,2.0,0,3.0,8.49
29,5.698363663568935,2.0,5.0,1,3.0,4.66
30,8.635862340429945,4.0,2.0,0,2.0,7.21
39,6.265651339417745,4.0,2.0,1,3.0,6.38
28,4.598510633791015,3.0,4.0,1,5.0,8.08
22,6.4892904919841,3.0,4.0,1,4.0,7.26
18,8.056235280372507,2.0,1.0,1,4.0,8.69
20,5.786054234061772,3.0,3.0,1,4.0,6.07
39,8.580728346946549,4.0,4.0,0,3.0,6.43
36,5.613413082608229,4.0,2.0,1,3.0,5.78
40,5.858416251366051,3.0,2.0,0,2.0,6.9
24,5.117057771464145,1.0,3.0,0,4.0,5.61
29,8.230677166434452,2.0,3.0,1,4.0,7.68
32,6.9041633738394355,5.0,1.0,1,3.0,4.95
22,5.2364284940608465,3.0,1.0,0,5.0,8.63
32,6.286821383894013,3.0,3.0,1,3.0,7.16
25,1.4719282217817495,3.0,4.0,1,5.0,6.13
27,8.400350254239958,2.0,2.0,1,4.0,8.3
33,6.692656048903046,3.0,2.0,0,3.0,7.51
25,2.668771328182185,2.0,2.0,0,5.0,7.46
18,4.377973405616652,2.0,4.0,1,1.0,5.16
29,6.241130687396314,2.0,2.0,1,3.0,7.56
22,4.634492633611293,3.0,3.0,1,3.0,5.78
20,8.428028782634906,2.0,1.0,0,3.0,6.6
18,7.753431194784078,3.0,2.0,1,4.0,7.69
21,7.647164698332164,2.0,3.0,1,3.0,6.88
25,2.3121755166135314,2.0,4.0,1,5.0,6.66
20,6.054174854427591,4.0,3.0,1,4.0,7.46
27,5.744290388903698,3.0,1.0,0,4.0,7.49
19,5.2827019826117425,2.0,2.0,1,4.0,6.83
28,6.252684493905319,3.0,3.0,1,2.0,7.26
27,4.972771227245087,2.0,3.0,0,4.0,7.15
38,7.387397319310392,3.0,1.0,1,4.0,7.87
31,8.379792437807989,4.0,1.0,1,2.0,7.35
24,8.224690729162608,4.0,2.0,0,4.0,7.28
19,6.751759746919335,5.0,2.0,1,2.0,4.0
26,10.598631453400305,2.0,1.0,0,5.0,8.01
33,9.051955206100917,3.0,3.0,1,3.0,7.33
30,6.817195233389407,2.0,2.0,1,3.0,7.43
26,6.13191002163727,3.0,2.0,1,4.0,6.97
37,9.408448893007456,4.0,3.0,0,4.0,8.06
21,8.81364522897292,5.0,1.0,1,5.0,7.54
39,4.461231033116387,3.0,2.0,0,5.0,7.94
27,8.954478374611742,3.0,1.0,0,2.0,7.24
39,6.722127637496928,4.0,1.0,0,3.0,7.82
29,5.4503592449319544,3.0,2.0,0,3.0,6.61
34,3.437429453366806,5.0,2.0,0,4.0,5.78
31,6.515950849543957,4.0,3.0,0,5.0,7.11
31,6.977990346604135,4.0,2.0,1,2.0,7.15
19,9.857189777398391,2.0,4.0,1,3.0,5.39
38,8.723020853947634,5.0,2.0,1,3.0,6.1
37,5.9508039015231375,2.0,1.0,1,4.0,7.88
28,7.700816309595527,3.0,1.0,0,4.0,8.02
33,8.487248960811083,2.0,1.0,1,5.0,9.32
36,7.154723298430988,2.0,5.0,1,3.0,6.19
40,5.943122513743833,2.0,2.0,0,3.0,6.84
23,6.042089578761797,3.0,3.0,1,4.0,6.25
36,7.693851526822514,1.0,3.0,0,3.0,6.6
22,7.743365017945084,3.0,1.0,1,4.0,8.57
21,6.47268169162562,4.0,1.0,1,5.0,9.42
32,2.2855260309039886,4.0,3.0,0,5.0,6.26
21,4.677059090875677,3.0,1.0,1,3.0,6.55
37,8.115440058901802,2.0,3.0,1,5.0,7.81
27,3.1644916047594234,2.0,2.0,1,3.0,6.06
39,9.131525829460987,4.0,3.0,1,4.0,7.56
20,8.865083070049307,3.0,3.0,0,3.0,6.87
22,7.07397348747977,3.0,3.0,1,3.0,7.27
23,8.076275861611494,3.0,3.0,0,5.0,6.83
38,7.951794421045995,4.0,3.0,0,3.0,6.42
39,6.789628368940817,5.0,3.0,1,5.0,6.46
25,4.5269995883405745,4.0,1.0,0,4.0,8.54
24,8.741091355111035,1.0,2.0,1,4.0,6.29
38,9.533014020490542,4.0,4.0,0,4.0,6.1
27,4.824537056363784,2.0,3.0,0,4.0,6.71
23,4.459740990694541,4.0,4.0,0,4.0,5.24
31,6.753765571436786,3.0,2.0,0,3.0,8.54
21,5.87279572785439,4.0,2.0,1,4.0,8.28
30,7.260908632369826,3.0,1.0,1,5.0,9.6
37,9.174389271748696,2.0,1.0,1,4.0,9.47
34,2.9577932111095073,2.0,1.0,1,3.0,6.53
40,9.846289512914478,3.0,3.0,0,3.0,7.01
24,6.267996804621545,2.0,2.0,1,4.0,7.46
21,7.921202161570889,2.0,3.0,1,3.0,7.24
31,8.113706508588038,2.0,2.0,1,4.0,8.54
20,8.323614077556034,2.0,1.0,0,3.0,8.52
22,7.111434587253994,3.0,3.0,0,5.0,8.26
33,7.532009083216142,3.0,1.0,0,4.0,8.03
40,7.520239691089726,3.0,3.0,0,5.0,8.38
37,5.865490958596995,4.0,2.0,0,5.0,8.14
21,3.8355006554130444,3.0,3.0,1,3.0,6.65
19,4.80546551002265,2.0,1.0,0,5.0,8.64
35,6.812371636903538,5.0,3.0,1,3.0,4.52
36,5.583748017586507,4.0,3.0,0,4.0,7.15
36,5.587907069698836,3.0,2.0,0,3.0,7.13
34,10.238651882235152,4.0,1.0,0,4.0,8.84
31,8.546010633987771,3.0,4.0,0,4.0,6.22
36,6.546263261362047,3.0,2.0,0,4.0,8.32
39,8.209662902179796,3.0,3.0,0,2.0,7.25
30,6.243516509936379,3.0,2.0,1,2.0,6.94
29,7.1993021815356935,2.0,5.0,0,2.0,5.25
23,7.794931567154049,2.0,3.0,0,4.0,7.36
38,6.248309258010618,1.0,2.0,1,4.0,6.16
21,5.766549014433227,4.0,3.0,0,5.0,7.6
36,9.203077273243307,2.0,3.0,0,3.0,7.44
33,8.105403340956592,3.0,3.0,1,4.0,7.73
30,2.9417004190731086,2.0,2.0,1,3.0,6.77
21,5.797355325943101,2.0,3.0,0,5.0,8.08
40,5.593709500550091,2.0,2.0,0,3.0,7.45
34,5.881951440137684,3.0,2.0,0,5.0,7.48
40,8.552324119766011,2.0,2.0,0,3.0,7.61
18,7.034570742406645,2.0,1.0,0,5.0,8.01
35,4.498666592460018,3.0,3.0,0,4.0,7.03
37,6.310213293474492,2.0,3.0,1,4.0,7.26
34,7.975127765709142,4.0,4.0,1,3.0,5.9
32,6.604638972039242,1.0,3.0,1,5.0,6.73
28,5.8395832879057155,3.0,2.0,1,4.0,7.75
39,7.596194701729351,4.0,1.0,0,4.0,8.19
30,9.91274648099034,3.0,2.0,1,4.0,8.54
18,7.8305646993253335,3.0,3.0,0,3.0,6.41
34,9.341694723457058,3.0,1.0,0,4.0,8.14
23,5.9602944078431745,2.0,3.0,1,3.0,5.78
21,6.9849481999766905,3.0,2.0,0,4.0,7.24
37,6.948606427835772,4.0,2.0,1,4.0,8.11
33,7.2136223513218445,3.0,3.0,1,4.0,7.94
32,7.792935291485649,4.0,2.0,1,4.0,7.12
32,5.345855582101399,3.0,4.0,1,5.0,7.03
23,8.165198833924261,2.0,3.0,1,3.0,6.61
32,4.06980530988061,4.0,2.0,0,2.0,6.09
31,4.595638007487973,2.0,1.0,1,3.0,7.0
28,10.844126982111815,5.0,3.0,0,4.0,6.75
24,6.081782668938023,2.0,1.0,0,4.0,7.99
26,8.313134831775164,3.0,3.0,0,3.0,8.18
33,10.056922706368521,4.0,3.0,0,5.0,7.54
22,2.833979058198743,3.0,2.0,1,4.0,7.0
37,9.027243124280277,1.0,3.0,0,4.0,5.84
27,8.168098491266688,3.0,3.0,1,2.0,7.09
35,9.952715105679472,4.0,3.0,0,2.0,6.05
20,4.8732583090036705,3.0,1.0,1,2.0,8.04
30,9.612258382518302,4.0,3.0,1,5.0,7.83
28,5.669054023115157,3.0,1.0,1,5.0,8.2
34,8.898600065697982,1.0,2.0,1,3.0,6.23
39,6.935162135642008,2.0,2.0,1,2.0,7.41
30,8.38738385158325,3.0,4.0,0,3.0,6.64
23,7.087964529949276,3.0,3.0,0,5.0,8.4
34,3.6890771484638876,2.0,3.0,0,3.0,6.23
30,1.3830207587011651,4.0,3.0,0,3.0,5.99
36,7.377847961170284,3.0,2.0,1,3.0,7.45
38,6.525276932263574,4.0,1.0,0,3.0,7.67
36,7.716797712556529,4.0,1.0,0,4.0,8.69
27,6.5461237614815655,3.0,3.0,0,2.0,5.33
20,10.632539288892076,4.0,3.0,0,4.0,8.56
31,7.414966830090948,2.0,3.0,0,3.0,6.52
36,6.195494090351202,4.0,2.0,1,3.0,7.35
22,7.60725351942436,3.0,4.0,1,4.0,7.44
22,6.22838536561365,3.0,4.0,0,2.0,5.56
37,7.167274421405177,2.0,3.0,1,4.0,7.52
34,4.808535662975498,3.0,4.0,0,4.0,6.36
38,6.98454663665271,2.0,3.0,1,4.0,7.14
27,6.139865687136686,4.0,2.0,1,4.0,6.97
22,4.979074074336376,4.0,2.0,0,4.0,6.94
21,10.556324562530756,5.0,1.0,1,4.0,9.63
23,5.0492763341077005,5.0,2.0,0,3.0,5.95
21,7.012535602195488,3.0,2.0,0,5.0,7.93
24,5.554945537092237,4.0,2.0,1,2.0,5.31
24,7.534671047583775,2.0,2.0,1,4.0,7.58
35,4.706106757955949,3.0,1.0,1,3.0,7.97
20,8.512642283083991,2.0,3.0,1,2.0,6.7
18,10.665081135445915,5.0,3.0,0,3.0,6.97
21,5.4888293732187945,3.0,3.0,0,3.0,6.87
23,9.190543952826378,1.0,1.0,0,5.0,6.95
26,6.3126171800877575,2.0,3.0,0,5.0,6.71
39,9.710424017936955,5.0,3.0,0,3.0,6.01
31,10.939298174972784,4.0,3.0,0,2.0,6.99
29,6.579330978924775,4.0,4.0,1,2.0,6.07
37,4.263521054389627,3.0,2.0,0,4.0,6.65
21,8.706551897384962,3.0,3.0,0,4.0,7.76
38,7.403950974299409,3.0,2.0,1,3.0,8.24
29,7.903224101999754,3.0,3.0,1,2.0,6.05
27,6.388278924680143,2.0,3.0,0,4.0,6.72
39,5.4079129264107415,4.0,3.0,0,2.0,6.79
24,9.088626725740554,4.0,2.0,1,3.0,6.87
20,7.575621990200859,3.0,2.0,0,4.0,8.29
40,4.401597338469294,3.0,1.0,1,2.0,7.18
31,8.236375401765208,2.0,2.0,1,4.0,8.66
27,7.875103476339701,5.0,3.0,1,5.0,5.82
33,6.4144619362175845,3.0,3.0,0,4.0,7.2
33,9.91566382163618,5.0,3.0,0,3.0,6.8
39,5.887288307774924,3.0,4.0,1,4.0,7.72
27,6.6958243033212845,3.0,3.0,1,4.0,6.85
30,8.383566558342757,2.0,2.0,0,3.0,6.39
23,7.138173310595299,2.0,2.0,0,2.0,6.61
29,4.508038322154814,4.0,2.0,0,3.0,6.43
26,7.330838871388173,2.0,2.0,1,4.0,8.51
30,6.254098374462581,3.0,3.0,1,3.0,6.44
21,8.542593240849275,3.0,3.0,1,2.0,7.17
28,7.272193019191252,4.0,2.0,0,3.0,7.07
37,7.170113775485303,2.0,2.0,1,2.0,6.19
35,5.113147905305707,4.0,3.0,1,4.0,7.15
28,6.5859544457547905,3.0,3.0,1,1.0,5.71
38,8.746181969222777,5.0,1.0,0,2.0,6.06
21,5.602234579825533,2.0,2.0,1,5.0,7.98
35,6.941409598442115,5.0,3.0,1,3.0,6.02
18,5.314397107031782,3.0,3.0,0,4.0,6.67
24,4.869083246106996,3.0,3.0,1,3.0,6.74
23,6.847253719019165,2.0,3.0,0,3.0,6.37
32,7.312842096779209,2.0,2.0,0,4.0,8.75
35,10.58895329061867,4.0,2.0,1,3.0,8.32
28,6.180171309076824,3.0,3.0,0,3.0,7.08
37,6.909695318259011,3.0,3.0,1,4.0,7.32
32,4.749867667652335,4.0,3.0,0,2.0,6.57
33,8.102032026832445,3.0,3.0,1,3.0,6.97
24,7.716570602835905,3.0,2.0,0,3.0,7.64
38,9.679110419844571,4.0,2.0,0,3.0,7.75
27,9.000919872715675,1.0,4.0,0,3.0,5.31
29,7.6325320039161095,2.0,3.0,1,4.0,8.28
31,6.153871300740339,2.0,3.0,1,4.0,6.51
22,7.368403188202109,3.0,2.0,1,4.0,8.7
38,6.8001757681628305,1.0,4.0,0,3.0,4.0
35,8.716115559828364,2.0,1.0,0,4.0,7.43
22,8.487216681932443,2.0,3.0,1,4.0,7.01
20,6.466452201421441,3.0,2.0,1,4.0,7.09
40,4.3684111963116194,3.0,1.0,0,4.0,8.72
22,9.400097140396765,4.0,4.0,0,1.0,5.21
34,8.047373122281769,1.0,1.0,0,4.0,7.62
36,6.424917872969196,3.0,3.0,1,4.0,8.46
36,7.977172026586608,3.0,3.0,0,2.0,6.12
38,7.1347503512500525,4.0,2.0,1,4.0,8.15
29,9.373512267195053,5.0,3.0,0,4.0,6.43
26,3.526395582750952,4.0,2.0,1,3.0,6.88
18,6.285056260275821,3.0,3.0,0,4.0,7.17
35,9.878298127861639,4.0,5.0,0,4.0,5.38
38,8.013757126241162,2.0,3.0,1,5.0,9.19
21,10.190692002965575,5.0,3.0,0,5.0,8.83
27,4.800747232305764,3.0,2.0,0,5.0,6.91
24,8.929954088689277,4.0,3.0,0,3.0,6.91
39,8.822003962216899,2.0,2.0,1,3.0,7.38
40,3.972888636408099,2.0,3.0,0,1.0,6.18
18,6.468095878840449,3.0,1.0,1,3.0,8.49
34,6.808247610650651,3.0,2.0,0,5.0,8.98
19,4.08479914821867,3.0,4.0,0,3.0,5.01
28,6.50571581226321,2.0,3.0,1,4.0,6.4
26,8.57172965340149,3.0,4.0,1,4.0,5.82
24,6.296338492855468,4.0,3.0,1,5.0,8.65
39,7.435839680213247,1.0,3.0,1,2.0,5.28
34,7.448866508909774,1.0,2.0,1,4.0,6.32
34,6.978141859950221,4.0,2.0,1,4.0,7.17
19,5.730672356754228,2.0,3.0,0,3.0,6.79
23,8.185865154791017,3.0,2.0,0,4.0,7.27
31,4.143339229253215,4.0,4.0,0,2.0,4.73
23,7.015458649314729,3.0,2.0,0,4.0,7.76
19,9.49387541293256,4.0,1.0,1,2.0,7.41
18,6.194728150285812,3.0,1.0,0,3.0,7.98
27,5.6908218012959,5.0,2.0,0,3.0,5.89
38,8.30592904979568,5.0,3.0,0,4.0,7.29
22,7.294177169056837,2.0,2.0,1,2.0,6.61
19,8.341805107702479,4.0,3.0,1,4.0,7.92
39,7.06929727425149,3.0,3.0,0,4.0,7.74
33,2.701073588647877,3.0,3.0,1,5.0,7.25
19,9.123844138766259,2.0,2.0,0,4.0,7.36
27,10.726047488460896,4.0,3.0,1,3.0,6.37
19,9.311273812305316,3.0,3.0,0,3.0,6.53
33,1.0,3.0,2.0,1,3.0,6.48
33,7.811958782510019,2.0,2.0,0,5.0,7.61
36,6.159857540964917,4.0,1.0,0,4.0,8.38
24,5.048361243498924,2.0,3.0,1,4.0,7.88
39,7.220917890948892,2.0,2.0,1,5.0,9.62
29,6.731894869180502,4.0,2.0,1,2.0,6.93
32,7.915584047703714,3.0,2.0,1,4.0,8.99
25,7.1018443407498175,3.0,2.0,0,4.0,7.03
23,4.982538207599841,4.0,4.0,0,4.0,6.59
27,5.962116801862653,4.0,3.0,0,4.0,5.48
20,5.671674598614971,1.0,2.0,0,3.0,5.52
36,3.9103302818599968,3.0,2.0,0,2.0,5.58
34,4.53103964088301,2.0,1.0,0,3.0,6.88
24,6.6200763942066505,3.0,1.0,0,4.0,7.39
38,9.562757335553101,4.0,1.0,0,5.0,9.19
37,6.03599725654217,3.0,3.0,1,2.0,7.01
21,5.636624605444979,2.0,3.0,0,2.0,5.22
31,4.873683747988913,2.0,3.0,1,2.0,6.19
37,7.054965690991631,4.0,3.0,1,3.0,6.88
39,9.122666802298227,4.0,2.0,1,4.0,7.51
32,10.604828979535466,2.0,1.0,1,5.0,8.45
25,7.513718878099036,3.0,1.0,0,2.0,6.88
38,7.251988736745583,4.0,1.0,1,2.0,6.42
32,6.0217484069436225,3.0,3.0,0,2.0,6.03
39,6.32218008131618,2.0,4.0,0,3.0,5.42
37,8.132515163891265,3.0,2.0,1,3.0,8.1
31,6.433224402286457,3.0,2.0,0,3.0,7.4
26,6.707891595098655,3.0,3.0,0,4.0,6.09
25,6.954374905449236,3.0,2.0,1,2.0,7.58
34,5.936509400366543,3.0,3.0,1,3.0,7.08
19,6.865037333660408,3.0,2.0,0,5.0,7.94
20,3.365068968176557,4.0,2.0,0,5.0,7.64
25,7.987904589433232,3.0,2.0,0,5.0,8.03
29,11.2331893101497,3.0,3.0,0,4.0,7.59
18,6.006321492706481,5.0,4.0,1,3.0,4.51
27,7.672906861003006,3.0,3.0,1,4.0,6.88
37,8.532837376443132,1.0,2.0,1,5.0,7.46
20,9.30438749089143,4.0,3.0,1,3.0,6.03
23,6.524221320267677,4.0,3.0,0,5.0,7.79
24,3.7540289433603053,3.0,2.0,1,1.0,6.4
37,7.4810175115277735,4.0,2.0,0,4.0,7.38
40,7.231531643177969,5.0,2.0,0,4.0,6.34
35,6.377800525583195,2.0,3.0,1,4.0,6.56
28,6.759678178808187,3.0,3.0,0,4.0,5.61
36,7.2586248010319165,5.0,1.0,0,4.0,6.09
22,7.651171585786931,5.0,3.0,0,4.0,5.27
36,7.575657478431852,3.0,4.0,1,3.0,7.87
28,6.608165812897968,5.0,4.0,0,3.0,4.73
29,7.691701902974712,4.0,2.0,0,2.0,6.17
27,6.486944473105249,4.0,2.0,0,4.0,8.43
25,8.155645902763576,4.0,4.0,0,5.0,6.25
26,5.870602896142298,3.0,4.0,1,5.0,5.9
21,7.131504745869212,5.0,3.0,1,3.0,5.26
22,4.0772705521889865,3.0,1.0,0,2.0,7.84
38,6.334161154977135,5.0,2.0,0,4.0,6.41
25,8.02147969803396,5.0,2.0,0,2.0,5.45
40,5.139277239925477,4.0,4.0,1,4.0,6.55
26,6.423819142569849,3.0,1.0,1,2.0,7.82
32,2.6708748101616226,3.0,4.0,0,4.0,5.7
32,4.53746660464242,2.0,2.0,0,4.0,7.15
33,5.008345798994977,3.0,1.0,1,2.0,7.41
31,7.18315189138895,4.0,3.0,0,4.0,6.36
25,7.600136222306882,2.0,3.0,1,4.0,6.58
35,6.8990999813076455,3.0,1.0,0,4.0,7.97
27,6.3113319108027195,5.0,2.0,0,4.0,5.16
37,6.317616852972255,3.0,4.0,0,1.0,5.78
23,8.288882348272889,4.0,2.0,0,3.0,6.94
29,7.383075724389495,4.0,4.0,1,3.0,7.19
19,6.398897926650347,3.0,2.0,1,3.0,7.19
24,9.327939091434267,3.0,1.0,1,3.0,7.27
33,10.50995507379298,4.0,3.0,0,4.0,7.35
20,4.757663589579393,1.0,1.0,0,2.0,5.88
30,7.940518126378921,4.0,3.0,1,3.0,7.82
20,12.561801293835494,4.0,3.0,1,3.0,6.14
35,7.50436997389035,4.0,2.0,0,3.0,7.42
28,7.207796745095698,3.0,4.0,1,3.0,6.56
25,6.899678908191495,3.0,2.0,0,5.0,7.82
23,7.882326731483334,3.0,3.0,1,4.0,7.62
18,8.35881849978979,3.0,3.0,0,5.0,7.66
18,4.759419626495472,4.0,4.0,0,4.0,5.99
40,6.952329469080109,3.0,1.0,1,4.0,8.55
25,2.9149038439046624,3.0,1.0,1,3.0,7.46
22,6.6232300900813,2.0,4.0,0,5.0,7.19
33,5.375160531120269,3.0,3.0,0,4.0,7.18
28,7.6105196424438715,4.0,3.0,1,3.0,6.05
22,4.018515051146154,3.0,2.0,0,5.0,7.99
21,6.07782884117363,2.0,2.0,1,2.0,6.05
23,8.739779650937102,2.0,3.0,0,3.0,7.47
31,5.78260032740035,2.0,1.0,1,5.0,9.0
39,3.5711156006478055,4.0,3.0,0,4.0,6.01
36,7.4635596756321725,4.0,3.0,0,1.0,5.82
26,5.944247812433255,1.0,3.0,0,4.0,5.04
29,6.665406215068786,3.0,2.0,0,3.0,7.69
28,5.686234744367334,3.0,2.0,0,3.0,7.06
31,10.553914140064052,3.0,4.0,0,5.0,8.09
40,4.195469075463675,3.0,3.0,0,5.0,8.58
33,12.100292101409691,5.0,4.0,1,5.0,5.09
18,6.296854244647567,3.0,1.0,1,3.0,7.89
30,7.330203837192643,3.0,3.0,0,3.0,6.12
40,5.965366448311929,3.0,2.0,1,4.0,6.91
38,5.890059592260183,3.0,2.0,1,4.0,7.14
38,5.58730617382126,3.0,4.0,0,3.0,6.96
30,8.082264331678545,2.0,2.0,1,5.0,8.48
19,4.460560551471299,2.0,4.0,0,4.0,4.91
21,7.655395379636804,4.0,3.0,1,5.0,8.12
23,3.067913076906744,3.0,3.0,1,3.0,6.49
40,7.492351788055175,2.0,2.0,1,3.0,8.0
22,8.528456690677944,2.0,2.0,0,4.0,7.54
20,4.705865606846735,4.0,2.0,1,3.0,7.58
18,8.22173668309374,3.0,1.0,0,4.0,7.64
21,7.092493739123778,3.0,3.0,0,4.0,7.16
37,9.877167619644112,3.0,2.0,1,3.0,6.99
19,5.460628511840039,2.0,2.0,0,4.0,7.52
22,12.068774626700915,4.0,2.0,0,5.0,9.82
20,2.6965921222145717,3.0,2.0,1,4.0,6.98
26,6.406893158854974,4.0,3.0,0,4.0,6.56
37,3.94257452087872,4.0,2.0,1,5.0,7.39
23,10.33189751832958,4.0,3.0,1,5.0,7.91
35,6.528938211131495,3.0,2.0,0,5.0,7.06
23,6.6909668607352915,3.0,2.0,1,3.0,7.09
36,7.797828576553383,4.0,1.0,1,4.0,7.94
29,6.9913506646108825,3.0,3.0,0,3.0,7.31
28,5.931229198477597,2.0,4.0,0,3.0,6.42
19,4.738034948867713,2.0,3.0,0,4.0,5.82
32,7.303324124200173,3.0,3.0,0,2.0,7.07
29,7.681900538841061,4.0,2.0,1,4.0,7.77
29,8.251679025523114,4.0,1.0,1,3.0,7.41
26,10.44290833055174,3.0,1.0,1,2.0,7.91
38,3.087215972054814,2.0,3.0,1,4.0,7.62
19,6.878109044765131,2.0,2.0,1,3.0,6.53
39,9.14512810447857,2.0,1.0,0,4.0,7.9
20,6.775859636010043,1.0,1.0,1,3.0,6.83
29,2.791289583352113,4.0,3.0,1,3.0,5.96
33,4.676128765270143,3.0,3.0,1,4.0,6.8
38,7.591425729419175,3.0,1.0,1,2.0,8.3
18,7.525955130790013,3.0,3.0,0,3.0,6.3
38,8.210535457013837,3.0,3.0,0,5.0,8.17
20,5.594183901613269,2.0,2.0,0,2.0,5.78
37,7.467789822854736,3.0,4.0,1,5.0,7.63
19,5.297446045786615,2.0,2.0,1,5.0,6.13
26,7.467924388558644,3.0,1.0,1,3.0,8.49
36,7.095781954786371,4.0,2.0,0,4.0,7.18
